question,answer_A,answer_B,answer_C,answer_D,answer_E,correct_answers,subject_name
"Parmi les propositions suivantes concernant la thyroïdite de De Quervain, laquelle est inexacte :",On observe un goitre sensible voire douloureux,"Il y a, en général, guérison sans séquelle",On observe une accélération de Vitesse de Sédimentation,Présence d’anticorps antithyroïdiens à taux élevés.,La scintigraphie thyroïdienne est blanche (absence de fixation sur le tissu thyroïdien),D,pharmacie
"Parmi les propositions suivantes concernant le mécanisme de l’eczéma de contact, laquelle est exacte :",Il s’agit d’une hypersensibilité de type I,Il est lié à un dépôt de complexe immuns circulants dans les tissus,Il s’agit d’un phénomène phototoxique,Il s’agit d’une hypersensibilité de type IV,Le mécanisme allergique est lié à la production de lymphokines par les lymphocytes B après exposition à l’allergène,D,pharmacie
"Parmi les propositions suivantes concernant le VHA, laquelle est inexacte :",Il appartient à la famille des Picornaviridae genre Hepatovirus,Il est dépourvu d’enveloppe donc très résistant dans l’environnement,Son génome est constitué par de l’ADN monocaténaire,L’Homme constitue le seul réservoir et la transmission est orofécale,La consommation de coquillages crus peut être à l’origine de la contamination,C,pharmacie
"Parmi les molécules anti-épileptiques suivantes, lesquelles ne renforcent pas les voies GABAergiques ?",Vigabatrin,Felbamate,Diazepam,Topiramate,Carbamazepine,"B, D, E",pharmacie
Quels sont les signes caractérisant le syndrome « atropine-like » dans l’intoxication aux anti- dépresseurs tricycliques ?,Parole bredouillante et saccadée,Tremblements fins des extrémités,Agitation,Hyperscialie,Rétention urinaire,"A, B, C, E",pharmacie
"Parmi les propositions suivantes, laquelle (lesquelles) concerne(nt) le virus de l’hépatite A ?","Il s’agit d’un virus à ARN, comme le virus de l’hépatite B","Il existe différents sérotypes, qui n’ont aucun lien avec la sévérité clinique",La transmission du virus est oro-fécale,"A l’apparition des symptômes, les paramètres de la coagulation doivent être surveillés régulièrement",Les altérations du bilan biochimique durant la phase ictérique ne permettent pas de distinguer une infection par le VHA d’une infection par le VHC,"C, D, E",pharmacie
"Parmi les caractères suivants, lequel (lesquels) est (sont) retrouvé(s) chez un patient atteint de sclérose en plaques ?",Synthèse intra-thécale d’immunoglobulines,Perméabilité de la barrière hémato-encéphalique,Présence de lésions démyélinisantes inflammatoires,Symptômes très caractéristiques de la maladie,Evolution par poussées,"A, C, E",pharmacie
Quel(s) paramètre(s) parmi les suivants est (sont) retrouvé(s) dans une leucémie myéloïde chronique ?,Basophilie,Myélémie,Présence de la translocation 9:22 dans tous les cas,Détection du chromosome Philadelphie chez tous les patients,Hyperleucocytose,"A, B, C, E",pharmacie
"Parmi les propositions suivantes à propos de la physiologie du placenta au cours de la grossesse, laquelle (lesquelles) est (sont) exacte(s) ?",La morphogénèse du placenta a lieu sur toute la durée de la grossesse,Les IgM peuvent traverser le placenta,Le sang fœtal et le sang maternel ne se mélangent pas,L’alpha-foeto-protéine est synthétisée par le placenta,Le syncitiotrophoblaste sécrète l’hormone gonadotrophine chorionique,"C, E",pharmacie
"Parmi les affirmations suivantes, lesquelles s’appliquent à l’aténolol ?",Son activité sympathomimétique intrinsèque est minime,C’est un béta-stimulant cardio-sélectif,Un bronchospasme et une bradycardie sont des signes de surdosage,Son élimination est majoritairement rénale,Il fait partie du traitement de la phase aiguë de l’infarctus du myocarde,"A, C, E",pharmacie
"Parmi les bactéries suivantes, lequel (lesquels) est (sont) fréquemment responsable(s) de méningites chez l’adulte jeune ?",Neisseria meningitidis,Escherichia coli K1,Streptococcus pneumoniae,Haemophilus influenzae,Listeria monocytogenes,"A, C, E",pharmacie
"Parmi les anti-cancéreux suivants, lequel n’est pas un anti-métabolite ?",5-fluorouracile,6-mercaptopurine,Méthotrexate,Cytarabine,Etoposide,E,pharmacie
"A propos des virus herpes simplex, quelle est la proposition exacte ?",Ce sont des virus à ARN double brin,Il n’y a pas de glycoprotéines à la surface de leur enveloppe,Un taux d’IgG élevé permet d’empêcher les réactivations,Ils ne sont responsables d’infections sévères que chez les sujets immunodéprimés,Ils établissent leur latence dans les neurones situés dans les ganglions sensitifs,E,pharmacie
"Parmi les définitions suivantes, laquelle correspond à une maladie de Cushing ?",Insuffisance surrénalienne chronique,Hyperaldostéronisme primaire,Sécrétion inappropriée d’hormone antidiurétique,Hypersécrétion de glucocorticoïdes ACTH-indépendante,Hypercorticisme glucocorticoïde d’origine hypothalamo-hypophysaire,E,pharmacie
"Concernant la simvastatine, quelle proposition parmi les suivantes est exacte ?",La simvastatine est active par elle-même,Son élimination se fait principalement par voie biliaire,Ses effets indésirables hépatiques sont irréversibles,La simvastatine est indiquée dans les hypertriglycéridémies pures,L’emploi de la simvastatine doit toujours être associé à un régime alimentaire,E,pharmacie
Quel caractère parmi les suivants est absent d’un syndrome mononucléosique ?,Asthénie,Procalcitonine sérique pas ou peu élevée,Lymphocytose monomorphe sur le frottis sanguin,Présence de lymphocytes à cytoplasme hyperbasophile sur le frottis sanguin,Numération plaquettaire normale,C,pharmacie
"A propos de la maladie de Paget, quelle(s) est (sont) la (les) réponse(s) exacte(s) parmi les suivantes ?",La maladie de Paget est une ostéodystrophie maligne,Elle touche surtout les jeunes enfants,Le bilan phosphocalcique est normal dans la majorité des cas,Il n’y a pas de syndrome inflammatoire associé,L’augmentation de l’activité ostéoblastique est reflétée par l’élévation des phosphatases alcalines totales et de l’isoforme osseuse,"C, D, E",pharmacie
"Parmi les principes actifs suivants, lequel (lesquels) est-il contre-indiqué ou fortement déconseillé d’associer à l’aspirine ?",Warfarine,Metformine,Méthotrexate à forte dose,Phénytoïne,Digoxine,"A, C",pharmacie
Dans quelle(s) hémopathie(s) retrouve-t-on une translocation (9;22) ?,Splénomégalie myéloïde chronique,Certaines leucémies aiguës lymphoblastiques,Leucémie lymphoïde chronique,Lymphome à grandes cellules,Leucémie myéloïde chronique,"B, E",pharmacie
"Parmi ces propositions concernant le virus de l’hépatite A, quelle(s) est (sont) la (les) réponse(s) exacte(s) ?",la transmission est oro fécale,contamination par les coquillages infectés,virus sensible à l’éther,l’homme est le seul réservoir de ce virus,Aucune de ces réponses n'est exacte,"A, B, D",pharmacie
Le traitement de l’hypertension artérielle,est associé à un régime hygiéno-diététique,vise à diminuer la tension artérielle,est suivi par des examens biologiques,permet à long terme de diminuer la morbidité cardiovasculaire,Aucune de ces réponses n'est exacte,"A, B, C, D",pharmacie
Les leucémies aigues,sont une prolifération polyclonale de cellules,les clones sont bloqués dans leur processus de maturation,les cellules cancéreuses envahissent la moelle osseuse puis le sang périphérique,est généralement liée à une insuffisance médullaire quantitative,Aucune de ces réponses n'est exacte,"B, C, D",pharmacie
Quels sont les signe cliniques des leucémies aigues,anémie,infections isolées,épitaxis,bradycardies,Aucune de ces réponses n'est exacte,"A, B, C",pharmacie
La polyartrite rhumatoide,touche plus souvent les hommes,débute généralement avant 30 ans,concerne 5% de la population,l’accouchement est un facteur de risque,Aucune de ces réponses n'est exacte,D,pharmacie
Les médicaments dérives du sang,sont soumis à une dispensation réglementée,sont conservés au réfrigérateur,comprennent les PSL et les PSS,comprennent les PFC,Aucune de ces réponses n'est exacte,"A, B, C, D",pharmacie
Le diagnostic de la dépression nerveuse comprend,une fatigue ou perte d’énergie,une insomnie,un gain de poids significatif,un agitement psychomoteur,Aucune de ces réponses n'est exacte,"A, B, C, D",pharmacie
"Parmi les atomes suivants, quel(s) est (sont) celui (ceux) que l’on peut doser par absorption atomique :",S,Fe,Pb,Cu,Ca,"B, C, D, E",pharmacie
"Parmi les propositions suivantes concernant les agents liants, lequel (lesquels) est (sont) couramment utilisés en galénique :",Les résines acryliques,L’acétophtalate de cellulose,La gomme arabique,Le PEG 6000,La carboxyméthylcellulose,"C, D, E",pharmacie
"Parmi les propositions suivantes concernant le fragment Fab d’une immunoglobuline, laquelle est exacte :",Permet la fixation du complément par la voie classique,Possède deux sites anticorps,Permet la fixation de l’anticorps sur les parois cellulaires,Permet la fixation de l’antigène,Permet la fixation sur les mastocytes,D,pharmacie
"Parmi les propositions suivantes, laquelle n’a pas d’influence sur le métabolisme phosphocalcique :",PTH,Vitamine K,Vitamine D3,Calcitonine,Glucocorticoides,B,pharmacie
"Parmi les propositions suivantes concernant la classification des dyslipidémies, laquelle est exacte :",Type IV ou hypercholestérolémie exogène caractérisée par un excès de VLDL,Type IIb ou hypercholestérolémie familiale caractérisée par un excès de LDL,Type I ou hypertiglycéridémie exogène caractérisée par un excès de VLDL,Type III ou dysbétalipoprotéinémie caractérisée par un excès d’IDL ou Remnant,Type Iia ou hypercholestérolémie mixte caractérisée par un excès de VLDL,D,pharmacie
"Parmi les propositions suivantes concernant les caractéristiques d’une hématie parasitée par Plasmodium Falciparum, laquelle est inexacte :",Présence de granulations de Schuffner,Présence quasi-exclusive de trophozoites,Présence de tache de Maurer,Présence de gamétocytes possibles,Absence de schizontes,A,pharmacie
"Parmi la ou les propositions suivantes, laquelle est exacte : Quelle technique est utilisée pour la mesure du CH50 :",Nephélémétrie,Dosage fonctionnel,Electrophorèse,Immunofixation,Immunoélectrophorèse,B,pharmacie
"Parmi les propositions suivantes concernant la LLC, laquelle est inexacte :",La découverte est le plus souvent fortuite,C’est l’hémopathie maligne la plus fréquente en Europe,Elle concerne le plus souvent des lymphocytes T,Une splénomégalie est présente dans environ 50% des cas,Le myélogramme n’est pas indispensable,C,pharmacie
Quelle(s) proposition(s) parmi les suivantes concerne(nt) les antibiotiques appartenant à la famille des quinolones ?,Ils possèdent tous un noyau bicyclique,Les fluoroquinolones ont une diffusion tissulaire plus importante que les quinolones de 1ère génération,Les fluoroquinolones peuvent être utilisées pour le traitement des infections ostéoarticulaires,Un antécédent de réaction allergique à la ciprofloxacine contre-indique l’emploi futur de cet antibiotique,La résistance acquise est de type plasmidique,"A, B, C, D",pharmacie
"Parmi les critères suivants, lequel (lesquels) peut (peuvent) correspondre à une Thrombopénie Induite par l’Héparine de type I ?",Origine immuno-allergique,Apparition après trois semaines d’héparinothérapie,Thrombopénie modérée,Réversible malgré la poursuite du traitement,Nécessite un relai précoce par les anti-vitamines K,"C, D",pharmacie
