question,answer_A,answer_B,answer_C,answer_D,answer_E,correct_answers,subject_name
Which of the following statements is false? Iron:,it is transported by ferritin,it is reduced during iron deficiencies,it allows the formation of hemoglobin,its absorption is increased by vitamin C,Needs are high in children,A,pharmacy
"What is(are) the control(s) on the finished product, imposed by the pharmacopoeia in the case of capsules containing 100 mg of a PA?",Mass uniformity,Mechanical resistance,Dissolution rate,Disintegration time,Uniformity of content,"A, D",pharmacy
Which of these statements is (are) correct?,People with blood type O are considered “universal donors”,People with blood group AB can receive group A blood in the event of a transfusion,"Anti-A antibodies present in the plasma of a group B patient are generally natural, irregular, IgG type",One of the main transfusion rules is to never introduce an antigen into a recipient who has the corresponding antibody in their plasma.,Carrying out an ABO-Rh1 grouping requires two tests: a globular test (Beth-Vincent method) and a plasma test (Simonin method).,"A, B, D, E",pharmacy
Which of the following statements regarding UV-visible spectrophotometry is(are) correct?,"For UV measurements, we can use quartz tanks","For UV measurements, we can use glass cells",The Beer-Lambert law is valid for solutions of low concentration,The molar extinction coefficient is not modified by the nature of the solvent,The diode array is a spectrophotometric detector using polychromatic light,"A, C, E",pharmacy
"Regarding immune deficiencies, which of these statements is correct?",Wiskott-aldrich syndrome is a rare hereditary immunodeficiency with X-linked recessive inheritance.,The 12q11 deletion is found in Di George syndrome,"In chronic septic granulomatosis, phagocytic cells are no longer capable of normally ingesting microorganisms",Isolated IgA deficiency is the most common humoral deficiency,"Angioneurotic edema is an autosomal recessive disease due to an inhibitory C1 deficiency, most often qualitative (85%).","A, D",pharmacy
Which of the following is/are correct? Vasodilator substances usually used in the treatment of angina attacks:,Include Trinitrin,Are mainly administered percutaneously,Aimed at reducing pre-load,Should not be combined with β-blockers,May cause headaches due to dilation of meningeal vessels,"A, C, E",pharmacy
Which side effect is not attributable to corticosteroids?,Acidosis,Erectile dysfunction,Fractures,Exophthalmos,High blood pressure,A,pharmacy
Which of the following clinical or biological manifestations is not found in cases of acute salicylates poisoning?,Intracellular hyperhydration,Risk of stomach hemorrhage,Increase in anion gap,Damage to the 8th pair of cranial nerves,Hyperthermia,A,pharmacy
Which of the following viruses can cause chronic hepatitis?,hepatitis B virus,hepatitis C virus,hepatitis A virus,cytomegalovirus,hepatitis D virus,"A, B, E",pharmacy
Which of the following traits is not found in Streptococcus pneumoniae?,Presence of a capsule,Catalase negative,Aerobic and anaerobic survival,Production of a Panton-Valentine toxin,Hemolytic on blood agar,D,pharmacy
About pinworm:,we can find hypereosinophilia at 20% in certain cases,one of the treatments offered is Fluconazole (TRIFLUCAN),one of the treatments offered is Flubendazole (FLUVERMAL),one of the treatments proposed is Albendazole (ZENTEL),the treatment must be repeated 3 days later,"A, C, D",pharmacy
Check the β -lactamase producing bacteria:,Staphylococcus aureus,E. coli,Treponema pale,Haemophilus influenzae,Clostridium perfringens,"A, B, D, E",pharmacy
Which of these statements is/are correct? IgA…,carry a J chain,can be in the form of pentamers,can have two different types of heavy chains,represent approximately 0.1% of total immunoglobulins,defend external body surfaces,"A, C, E",pharmacy
Which of these statements is/are correct? The energy balance of cellular respiration…,represents in total the formation of 36 ATP per glucose molecule,NaDH leads to the formation of 3 ATP,Oxidative decarboxylation produces 2 NaDH per glucose molecule,"If there is no oxygen, there cannot be a Krebs cycle",4 turns of the Krebs cycle are necessary for the degradation of a glucose molecule,"A, C, D",pharmacy
Which of these statements is/are correct? Aciclovir…,has good bioavailability,is rarely subject to resistance,is used for the treatment of HSV infections,is toxic to healthy cells,is a nucleoside analogue,"B, C, E",pharmacy
Which of these statements is/are correct? Trichlorethylene…,is a colored liquid,is widely used in industry,Its metabolites can be measured,is used by some drug addicts,can cause pancreatic damage,"C, D",pharmacy
What is(are) the cause(s) of hypercalcemia?,Hyperparathyroidism,Hyperthyroidism,Taking thiazides,Multiple myeloma,Chronic kidney failure,"A, B, C, D",pharmacy
Hepatitis B virus:,The complete virion is called a Dane particle,The Dane particle corresponds to the capsid only,The capsid contains a DNA polymerase,The capsid contains a kinase,Is an RNA virus,"A, C, D",pharmacy
Hypernatremia causes,Intracellular dehydration,Intracellular hyperhydration,May be due to certain so-called osmotic diarrheas,Exposes to a risk of cerebral edema in the event of too rapid correction,Triggers sometimes intense thirst,"A, C, D, E",pharmacy
Which of the following statements about digestive physiology is (are) correct:,Lining gastric cells secrete HCl and intrinsic factor,Gastric chief cells secrete pepsinogen,The nervous regulation of gastric motor skills is mainly linked to the orthosympathetic system (increases motor skills),The regulation of pancreatic secretion is mainly hormonal with secretin and cholecystokinin.,Digestive absorption is a selective and regulated phenomenon,"A, B, D",pharmacy
Which of these β-blockers is/are not cardioselective?,Atenolol,Nebivolol,Carvelidol,Metoprolol,Propranolol,"C, E",pharmacy
"Certain substances induce poisoning which can be accompanied by metabolic acidosis, which ones?",Benzodiazepines,Salicylates,Ethylène glycol,Acute alcohol poisoning,Meprobamate,"B, C, D",pharmacy
Which of the following statements regarding oral antidiabetics is(are) correct?,Biguanides act by blocking ATP-gated potassium channels leading to depolarization and calcium entry via voltage-gated calcium channels,Sulphonylureas sensitize tissues to the action of insulin,Vidagliptin increases insulin secretion and decreases glucagon secretion by inhibition of dipeptidyl peptidase-4 (DDP-4),La DDP-4 active le glucagon-like peptide-1 (GLP-1) et le glucose-dependant insulinotropic peptide (GIP),"Glinides act by reducing intestinal glucose absorption, leading to a reduction in postprandial hyperglycemia","B, C",pharmacy
Calcitonin:,is a peptide secreted by the parathyroids,to its secretion mainly regulated by serum calcium,increases bone resorption,increases renal calcium excretion,decreases intestinal absorption of calcium,"B, D",pharmacy
Give the exact proposition(s) about the phenomenon of eutrophication of aquatic environments:,Sulfates are responsible for the eutrophication phenomenon,Nitrates are responsible for the eutrophication phenomenon,Chlorides are responsible for the eutrophication phenomenon,Phosphates are responsible for the phenomenon of eutrophication,Bicarbonates are responsible for the phenomenon of eutrophication,"B, D",pharmacy
"In chromatography, resolution can be improved by:",Increasing the number of theoretical plateaus,Increasing particle diameter,Decreasing the length of the column,By changing the speed of the mobile phase,By changing the nature of the mobile and/or stationary phase,"A, D, E",pharmacy
Which of the following is correct? The “extra” list:,concerns all medications associated with ASMR I,concerns all medicines authorized for retrocession,concerns certain innovative medicines,concerns certain expensive medical devices,concerns all medicines in ATU,"C, D",pharmacy
Which of the following statements about the hepatitis B virus is correct?,It is an RNA virus,It belongs to the Hepadnaviridae,It can be transmitted sexually,it has an envelope,it has an icosahedral capsid,"B, C, D, E",pharmacy
Which of the following is not an indication for corticosteroids?,Autoimmune hemolytic anemia,Chronic active hepatitis,Severe asthma,Quincke's edema,Treatment of recurrent respiratory conditions,E,pharmacy
Which of the following is not responsible for hyperuricemia?,Renal failure,Jaundice,Chronic lymphocytic leukemia,Psoriasis,Paget's disease,B,pharmacy
Which of these side effects is not attributable to morphine?,Constipation,Sedation,Respiratory depression,Increased intracranial pressure,Tachycardia,E,pharmacy
Which of these statements is false? Morphine sulfate:,can be administered orally,is quickly absorbed by the intestine,is mainly eliminated via the feces,is metabolized into M6G,passes the placental barrier,C,pharmacy
Which of these statements is correct? Hypercortisolism,increases muscle mass,increases bone density,causes glycuroregulation disorders,harmoniously distributes fat mass,is evidenced by a decrease in cortisol in the blood,C,pharmacy
Which) of these cells are precursors of the granule lineage?,Promyelocyte,CFU-GM,Promegakaryocyte,Myeloblast,Metamyelocyte,"A, D, E",pharmacy
